Consumer_Expenditure_Survey,,,,
Bogus_pipeline,,,,
Multivariate_analysis,,,,
Kiosk_software,,,,
Shere_Hite,,,,
Design_of_experiments,,,,
AP_Statistics,,,,
Annals_of_Statistics,,,,
Principal_axis_theorem,,,,
Mu_Sigma_Rho,,,,
Futures_techniques,,,,
History_of_the_social_sciences,,,,
Higgs_boson,,,,
CompStat,,,,
History_of_statistics,,,,
Colectica,,,,
History_of_statistics,,,,
Quantitative_research,,,,
Funding_of_science,,,,
Statistics,,,,
Statistical_randomness,,,,
Ingram_Olkin,,,,
Statistical_language_acquisition,,,,
David_Hand_(statistician),,,,
Parametric_statistics,,,,
Serotonin_transporter,,,,
Statistical_assumption,,,,
Fair_coin,,,,
Statistics,,,,
Procrustes_analysis,,,,
Julia_Bell,,,,
Red_yeast_rice,,,,
Statistics,,,,
Statistical_hypothesis_testing,,,,
Statistics,,,,
Kiril_Tenekedjiev,,,,
Statistical_theory,,,,
Trend_estimation,,,,
Tracking_signal,,,,
Statistics_education,,,,
Research_and_development,,,,
High-temperature_operating_life,,,,
Regression_analysis,,,,
Parkinson's_disease,,,,
Preference_theory,,,,
Current_Index_to_Statistics,,,,
Stephen_Stigler,,,,
Pennsylvania_System_of_School_Assessment,,,,
Confidence_interval,,,,
History_of_statistics,,,,
British_Polling_Council,,,,
History_of_statistics,,,,
Bullying,,,,
History_of_statistics,,,,
Ordinal_regression,,,,
Breusch%E2%80%93Godfrey_test,,,,
Elisabeth_Targ,,,,
Maurice_Priestley,,,,
History_of_statistics,,,,
Statistical_inference,,,,
Multivariate_landing_page_optimization,,,,
Egon_Zakraj%C5%A1ek,,,,
DNA_microarray,,,,
History_of_geography,,,,
Stroke_Heroes_Act_FAST,,,,
Winsorising,,,,
Pipeline_planning,,,,
Statistics,,,,
Spectral_density,,,,
Stereotype_threat,,,,
Percept_(information_technology),,,,
Sampling_(statistics),,,,
MacTutor_History_of_Mathematics_archive,,,,
Arthur_Nielsen,,,,
Secure_Flight,,,,
Statistical_randomness,,,,
Cheminformatics,,,,
Blackmouth_catshark,,,,
Navarre_High_School,,,,
History_of_the_Los_Angeles_Dodgers,,,,
DP_Information_Group,,,,
Lexis_ratio,,,,
Michael_Fasham,,,,
Skewness,,,,
Theory_of_Probability_and_Its_Applications,,,,
Urban_sociology,,,,
Divergence_(statistics),,,,
Extreme_risk,,,,
Recursive_partitioning,,,,
Decision_theory,,,,
Non-parametrics,,,,
Casualty_Actuarial_Society,,,,
Statistical_process_control,,,,
Monocotyledon,,,,
Data_analysis,,,,
Trade-off_talking_rational_economic_person,,,,
Meta-analysis,,,,
Policy_analysis,,,,
Probit,,,,
12:_The_Elements_of_Great_Managing,,,,
H%C3%A1jek%E2%80%93Le_Cam_convolution_theorem,,,,
GNU_Scientific_Library,,,,
Corporate_finance,,,,
Cochran's_Q_test,,,,
Challenge%E2%80%93dechallenge%E2%80%93rechallenge,,,,
Selenium_in_biology,,,,
Real_prices_and_ideal_prices,,,,
Robust_statistics,,,,
Icelandic_Association_for_Search_and_Rescue,,,,
Data_collection,,,,
Warren_Farrell,,,,
Cognitive_dissonance,,,,
Constant_Contact,,,,
Quantitative_psychology,,,,
Demographic_analysis,,,,
St._Mary's_College,,Statistics,,
Church_of_Scotland_Yearbook,,,,
David_Worrall_(composer),,,,
Exposure_assessment,,,,
List_of_University_of_Manchester_people,,,,
Design_of_experiments,,,,
List_of_analyses_of_categorical_data,,,,
Geostatistics,,,,
Howard_Raiffa,,,,
Design_of_experiments,,,,
Dental_degree,,,,
Kernel_embedding_of_distributions,,,,
Marketing_research,,,,
Haplogroup_G-M201,,,,
Covariance_and_correlation,,,,
Globaloria,,,,
Arithmetic_mean,,,,
Analysis_of_rhythmic_variance,,,,
Design_of_experiments,,,,
Sampling_(statistics),,,,
Actuarial_science,,,,
Study_heterogeneity,,,,
History_of_statistics,,,,
Joanneum_Research,,,,
Estimator,,,,
Decision-making,,,,
Probable_error,,,,
Investor_lead,,,,
Decision_theory,,,,
Bayesian_statistics,,,,
Statistical_inference,,,,
John_Wrench,,,,
Projection_pursuit_regression,,,,
Paul_Zweifel,,,,
List_of_numerical_analysis_software,,,,
Statistical_hypothesis_testing,,,,
Sampling,,,,
List_of_statisticians,,,,
History_of_statistics,,,,
What_the_Tudors_Did_for_Us,,,,
University_of_Kansas,,,,
Eliezer_Yudkowsky,,,,
Six_Sigma,,,,
Centre_de_Recherches_Math%C3%A9matiques,,,,
Multivariate_statistics,,,,
Mathematics_education_in_New_York,,,,
Meta-analysis,,,,
Quadratic_form_(statistics),,,,
Analysis_of_variance,,,,
Jacob_Wolfowitz,,,,
Constructivist_epistemology,,,,
Statistics_Sweden,,,,
Decision_theory,,,,
Information_theory,,,,
Data_processing,,,,
Application_performance_management,,,,
Dopamine_receptor_D4,,,,
Videx,,,,
Affinity_propagation,,,,
Multivariate_statistics,,,,
Bessel's_correction,,,,
Jeffrey_S._Rosenthal,,,,
Robust_statistics,,,,
Statistical_inference,,,,
Dictator_game,,,,
CLs_upper_limits,,,,
NodeXL,,,,
Mean_signed_difference,,,,
Information_engineering,,,,
Statistics,,,,
Robert_Sugden_(economist),,,,
TI-68,,,,
Geometric_median,,,,
Francis_Galton,,,,
Statistical_inference,,,,
Squared_deviations,,,,
Sampling_(statistics),,,,
Multivariate_statistics,,,,
Statistical_mechanics,,,,
Negentropy,,,,
History_of_statistics,,,,
Documentary_research,,,,
Spatial_econometrics,,,,
Statistics,,,,
Erez_Lieberman_Aiden,,,,
Regression_analysis,,,,
Truncated_regression_model,,,,
Disease_management_(health),,,,
Statistical_inference,,,,
Strip_map_and_sample,,,,
Dispersion_(water_waves),,,,
ICreate,,,,
Mirko_Grmek,,,,
Meta-Analyses,,,,
Marsaglia_polar_method,,,,
The_William_Davidson_Faculty_of_Industrial_Engineering_&_Management_at_the_Technion,,,,
Knut_Seip,,,,
Yeungnam_University,,,,
Economic_data,,,,
Regression_analysis,,,,
Design_of_experiments,,,,
Claude_Larose_(ice_hockey,,Statistics,,
2009_in_paleontology,,,,
Carnegie_Mellon_University,,,,
Georg_Friedrich_Knapp,,,,
Multivariate_statistics,,,,
Sir_John_Sinclair,,Statistics,,
Model_selection,,,,
Summary_statistics,,,,
Lists_of_mathematics_topics,,,,
John_Aitchison,,,,
Sampling_(statistics),,,,
University_of_Ja%C3%A9n,,,,
Combined_Islands_cricket_team,,,,
Statistics,,,,
Association_of_Road_Racing_Statisticians,,,,
Kolmogorov%E2%80%93Smirnov_test,,,,
Coefficient_of_determination,,,,
Eric_Hanushek,,,,
Revista_Colombiana_de_Estadistica,,,,
Statistics,,,,
Conjoint_analysis,,,,
Mauchly's_sphericity_test,,,,
John_Shawe-Taylor,,,,
Red_Cedar_Technology,,,,
National_Office_of_Statistics,,,,
Adrenergic_beta-antagonist,,,,
Bradley_Efron,,,,
Timeline_of_probability_and_statistics,,,,
Acceptable_quality_limit,,,,
Oscar_Kempthorne,,,,
Canonical_correspondence_analysis,,,,
Ecologically_based_invasive_plant_management,,,,
Tuberculous_meningitis,,,,
List_of_Indian_inventions_and_discoveries,,,,
Link_analysis,,,,
Bayesian_additive_regression_kernels,,,,
Outline_of_science,,,,
Generalized_multivariate_log-gamma_distribution,,,,
Behavioural_genetics,,,,
Stats,,,,
Salstat,,,,
Dungeons_&_Dragons_Online,,,,
Banksia_integrifolia,,,,
Monte_Carlo_algorithm,,,,
Index_of_biological_integrity,,,,
Trade_in_services_statistics,,,,
Rehman_Malik,,,,
Statistics_education,,,,
Statistical_randomness,,,,
Noncentral_chi-squared_distribution,,,,
Technology_Innovations_in_Statistics_Education,,,,
Analytical_chemistry,,,,
Monywa_Institute_of_Economics,,,,
M-learning,,,,
Arcadia_High_School_(Arcadia,,Statistics,,
Tamara_Awerbuch-Friedlander,,,,
Applied_science,,,,
Neurocybernetics,,,,
Multivariate,,,,
Ordered_logit,,,,
Virginity_pledge,,,,
Statistical_shape_analysis,,,,
B._L._S._Prakasa_Rao,,,,
Content_creation,,,,
Linezolid,,,,
Effects_of_MDMA_on_the_human_body,,,,
J._G._Thirlwell,,,,
The_Annals_of_Applied_Statistics,,,,
Statistical_dispersion,,,,
Premier_University,,Statistics,,
Superkoora,,,,
Endogeneity_(applied_statistics),,,,
Christopher_A._Sims,,,,
The_Chinese_Health_and_Retirement_Longitudinal_Study,,,,
Management_of_borderline_personality_disorder,,,,
KFUPM_Program_of_Industrial_and_Systems_Engineering,,,,
Convergence_of_random_variables,,,,
Mathematical_statistics,,,,
Variance_inflation_factor,,,,
Institute_of_Science_and_Technology,,Statistics,,
Ordinal_data,,,,
Discovery_and_development_of_direct_thrombin_inhibitors,,,,
D%C3%A9sint%C3%A9grations,,,,
Quadrant_count_ratio,,,,
History_of_statistics,,,,
Weibull_distribution,,,,
Founders_of_statistics,,,,
Empirical_Bayes_method,,,,
History_of_statistics,,,,
Homogeneity_and_heterogeneity,,,,
Decision_strategy,,,,
Efficiency_(statistics),,,,
Alexander_Alexandrovich_Chuprov,,,,
Social_and_Decision_Sciences_(Carnegie_Mellon_University),,,,
Group_size_measures,,,,
Canadian_Index_of_Wellbeing,,,,
Rademacher_complexity,,,,
Civic_virtue_(organizational_citizenship_behavior_dimension),,,,
Higher-order_statistics,,,,
Galton's_problem,,,,
PPS,,,,
Computer-assisted_telephone_interviewing,,,,
Data_analysis,,,,
Pao-Lu_Hsu,,,,
Water_quality,,,,
Norman_Lloyd_Johnson,,,,
Concept_mining,,,,
Loss_function,,,,
Multinomial_logistic_regression,,,,
Mixture_model,,,,
Multivariate_statistics,,,,
Jacques_Dr%C3%A8ze,,,,
Biman_Bangladesh_Airlines_cricket_team,,,,
Lehmann%E2%80%93Scheff%C3%A9_theorem,,,,
Effects_of_global_warming,,,,
Community_Innovation_Survey,,,,
Cure,,,,
LIBSVM,,,,
Spectral_density_estimation,,,,
Statistics,,,,
Richard_Roll,,,,
Eleanor_Glueck,,,,
Algebraic_formula_for_the_variance,,,,
Matev%C5%BE_Bren,,,,
Founders_of_statistics,,,,
Structural_equation_modeling,,,,
History_of_statistics,,,,
Society_of_Actuaries,,,,
Quaid-i-Azam_University,,,,
Multinomial_probit,,,,
Floor_effect,,,,
Statistics,,,,
Harassment_Restraining_Order,,,,
DP_Information_Group,,,,
Pituitary_apoplexy,,,,
Ross_Quinlan,,,,
Community_structure,,,,
Zeta_distribution,,,,
Connected_Mathematics,,,,
Biswatosh_Sengupta,,,,
Celecoxib,,,,
Saturated_fat_and_cardiovascular_disease_controversy,,,,
Free_University_of_Berlin,,,,
Systems_pharmacology,,,,
List_of_Research_Centers_in_Morocco,,,,
Zooming_user_interface,,,,
SPC_XL,,,,
Sampling_(statistics),,,,
Victor_Niederhoffer,,,,
History_of_statistics,,,,
Regression_analysis,,,,
Statistical_Lab,,,,
Path_analysis_(computing),,,,
Flatness_problem,,,,
Sampling_error,,,,
Kronecker_delta,,,,
Nico_H.J._van_den_Boogaard,,,,
Empirical_likelihood,,,,
Selection_bias,,,,
List_of_statistical_tools_used_in_project_management,,,,
Parameter_identification_problem,,,,
Polynomial_regression,,,,
Induction,,,,
Heinz-Otto_Peitgen,,,,
Sampling_(statistics),,,,
Statistical_randomness,,,,
Marcum_Q-function,,,,
Dirac_delta_function,,,,
Canonical_analysis,,,,
Sample_survey,,,,
Odd_Aalen,,,,
Social_science,,,,
Cochrane_Collaboration,,,,
Exploratory_data_analysis,,,,
One-factor-at-a-time_method,,,,
School_violence,,,,
Tom_Juravich,,,,
Bipolar_disorder_research,,,,
Data_analysis,,,,
University_of_Lisbon_(1911%E2%80%932013),,,,
Sapienza_University_of_Rome,,,,
Design_effect,,,,
Multivariate_statistics,,,,
Meta-analysis,,,,
Base_rate,,,,
Statistical_models,,,,
Extensions_of_Fisher's_method,,,,
Design_of_experiments,,,,
Francis_Galton,,,,
Notation_in_probability_and_statistics,,,,
Self-Similarity_of_Network_Data_Analysis,,,,
Non-parametric_inference,,,,
Biostatistics_(journal),,,,
Acta_Cardiologica,,,,
Novelty_detection,,,,
Institut_des_Risques_Industriels,,Statistics,,
The_Unscrambler,,,,
Edward_Tufte,,,,
Piedmont_High_School_(California),,,,
Robert_O._Young,,,,
Lund_v._Commonwealth,,,,
Design_of_experiments,,,,
SPSS,,,,
Regression_model_validation,,,,
Statistics,,,,
Irrigation_statistics,,,,
Guglielmo_Tagliacarne,,,,
Independent_and_identically_distributed_random_variables,,,,
Multivariate_statistics,,,,
HP-27S,,,,
Data-analysis,,,,
Champernowne_distribution,,,,
Typology_(archaeology),,,,
University_of_Kragujevac_Faculty_of_Economics,,,,
Public_Opinion_Research,,,,
Vitamin_C_megadosage,,,,
Efficacy_of_prayer,,,,
Use_Case_Points,,,,
Auburn_University,,,,
Murray_County_Central_School_District,,,,
List_of_agnostics,,,,
Difference_in_differences,,,,
John_F._Kennedy_School_of_Government,,,,
Pregnancy_from_rape,,,,
Cochrane_Library,,,,
Logistic_distribution,,,,
Statistics,,,,
Structured_prediction,,,,
MOA_(Massive_Online_Analysis),,,,
Elliptical_distribution,,,,
Business_school,,,,
Clinical_decision_support_system,,,,
Design_of_experiments,,,,
Statistical_inference,,,,
Estimation_theory,,,,
Mathematical_economics,,,,
Statistics,,_damned_lies,_and_statistics,
Critical_success_factor,,,,
Prothrombin_G20210A,,,,
Design_of_experiments,,,,
Iain_M._Johnstone,,,,
List_of_statistics_articles,,,,
Interval_estimation,,,,
Jack_Kiefer_(statistician),,,,
Anna_MacGillivray_Macleod,,,,
Stochastic_forensics,,,,
Statistics,,,,
Test_method,,,,
Sertraline,,,,
Sauk_Rapids-Rice_High_School,,,,
Mario_Wschebor,,,,
Statistics_education,,,,
Programming_with_Big_Data_in_R,,,,
Statistics,,,,
CURE_data_clustering_algorithm,,,,
Ivington,,,,
Mass_drug_administration,,,,
BioMedical_Admissions_Test,,,,
Likelihood,,,,
Multivariate_analysis,,,,
Nations_and_intelligence,,,,
World_Travel_Monitor,,,,
White_noise,,,,
National_Medal_of_Technology_and_Innovation,,,,
List_of_important_publications_in_statistics,,,,
Nelson%E2%80%93Aalen_estimator,,,,
Robust_statistics,,,,
SETAR_(model),,,,
Misuse_of_statistics,,,,
Work%E2%80%93life_interface,,,,
Pollyanna_Creep,,,,
Optimal_decision,,,,
Latin_square,,,,
Meta-analysis,,,,
Age_of_the_universe,,,,
Data_transformation_(statistics),,,,
MuPAD,,,,
Foreign_Agricultural_Service,,,,
TPL_Tables,,,,
Betting_strategy,,,,
Insensitivity_to_sample_size,,,,
Bayes_factor,,,,
List_of_statistics_journals,,,,
Mechanism_design,,,,
Observational_studies,,,,
Benjamin_Banneker_Academic_High_School,,,,
Tukey's_test_of_additivity,,,,
Studentized_range,,,,
Burstiness,,,,
Quantitative_ecology,,,,
Statistical_theory,,,,
William_Kruskal,,,,
Lars_Wall%C3%B8e,,,,
Euler_(software),,,,
Decision_theory,,,,
Indexation_of_contracts,,,,
Linear_discriminant_analysis,,,,
NUS_Business_School,,,,
John_Nelder,,,,
Seven_Basic_Tools_of_Quality,,,,
Vortex-induced_vibration,,,,
Statistics,,,,
CHAID,,,,
Stereology,,,,
Feedback,,,,
Alexander_Ivanovich_Chuprov,,,,
Data_analysis,,,,
Australian_Journal_of_Management,,,,
Homography_(computer_vision),,,,
Peter_C._Fishburn,,,,
Industrial_and_organizational_psychology,,,,
Robbins_lemma,,,,
IB_Group_4_subjects,,,,
Joseph_Jastrow,,,,
Data_analysis,,,,
Invariant_estimator,,,,
Presidency_of_Gloria_Macapagal-Arroyo,,,,
Inventory_(library),,,,
Statistical_inference,,,,
Regression_diagnostic,,,,
Samuel_S._Wilks,,,,
Sven_Koenig_(computer_scientist),,,,
Numerical_Algorithms_Group,,,,
Regression_analysis,,,,
EVOP,,,,
Bispectrum,,,,
Employee_surveys,,,,
Multivariate_statistics,,,,
C.F._Jeff_Wu,,,,
List_of_MeSH_codes_(E05),,,,
History_of_artificial_intelligence,,,,
Self-reference_effect,,,,
Statistics,,,,
Cobb_angle,,,,
Ir%C3%A9n%C3%A9e-Jules_Bienaym%C3%A9,,,,
Adaptive_estimator,,,,
Andrew_Gelman,,,,
Non-parametric_statistics,,,,
Regression_analysis,,,,
Non-parametric_statistics,,,,
Michael_Waterman,,,,
Fermi_paradox,,,,
Research,,,,
Survival_analysis,,,,
Value_of_life,,,,
Sampling_(statistics),,,,
Lumi_(software),,,,
Rothamsted_Research,,,,
Shape_parameter,,,,
AP_Statistics,,,,
Beta_prime_distribution,,,,
Drainage_research,,,,
Sampling_(statistics),,,,
Thomas_Nettleton,,,,
Chi-squared_test,,,,
One_in_ten_rule,,,,
Bayesian_linear_regression,,,,
Kinetic_exchange_models_of_markets,,,,
CLIWOC,,,,
Behavioral_Risk_Factor_Surveillance_System,,,,
Social_norms_approach,,,,
Statistical_inference,,,,
Drill_down,,,,
Ontology_for_Biomedical_Investigations,,,,
John_Nelder,,,,
Gavyn_Davies,,,,
Stein's_example,,,,
Microevolution,,,,
Sums_of_powers,,,,
Fred_Luthans,,,,
Evaluation,,,,
Snow_hydrology,,,,
OpenNN,,,,
Cochran's_theorem,,,,
Statistical_epidemiology,,,,
Geography,,,,
Detection_theory,,,,
Bayes_estimator,,,,
Causal_decision_theory,,,,
John_Brand_(political_writer),,,,
Computational_Statistics_&_Data_Analysis,,,,
Set_estimation,,,,
Rayleigh_distribution,,,,
Unbiased_sampling,,,,
Pseudoproxy,,,,
Myles_Hollander,,,,
Hypnotic,,,,
Regression_analysis,,,,
Survival_analysis,,,,
Werner_Leinfellner,,,,
Creativity,,,,
SHAWCO,,,,
Regression_analysis,,,,
Higher-order_statistics,,,,
Fantasy_football_(association),,,,
IT++,,,,
Common_Core_State_Standards_Initiative,,,,
History_of_statistics,,,,
Symmetry,,,,
Admissible_rule,,,,
Regression_analysis,,,,
Survey_methodology,,,,
Huber_loss_function,,,,
Metaanalyses,,,,
International_Society_of_Exposure_Science,,,,
Molecular_clock,,,,
Intent_scale_translation,,,,
Design_of_experiments,,,,
Focused_information_criterion,,,,
Bayesian_inference,,,,
Multivariate_statistics,,,,
Conditional_variance,,,,
Free_energy_principle,,,,
Organizational_citizenship_behavior,,,,
Hydrological_transport_model,,,,
History_of_scientific_method,,,,
Artificial_neural_network,,,,
Casio_9850_series,,,,
Unistat,,,,
Meta-analysis,,,,
Cosmic_distance_ladder,,,,
Generalized_least_squares,,,,
Statistics,,,,
Biodiversity,,,,
Georges_Menahem,,,,
Peter_McCullagh,,,,
Statista,,,,
Stephen_Jay_Gould,,,,
Ecologically_based_invasive_plant_management,,,,
Regression_diagnostic,,,,
Survival_analysis,,,,
Logrank_test,,,,
Behavioral_analytics,,,,
AStA_Wirtschafts-_und_Sozialstatistisches_Archiv,,,,
History_of_statistics,,,,
High-dimensional_statistics,,,,
College_of_Physical_and_Engineering_Science_(University_of_Guelph),,,,
Non-parametric_statistics,,,,
Robin_Hanson,,,,
Social_research,,,,
Crime_science,,,,
Regression_model_validation,,,,
Patience_Latting,,,,
University_of_Sheffield,,,,
Statistical_inference,,,,
System_identification,,,,
Data_envelopment_analysis,,,,
U.S._government_and_smoking_cessation,,,,
Covariance_and_correlation,,,,
List_of_statistics_articles,,,,
Cram%C3%A9r's_V,,,,
Multivariate_data,,,,
Mountain_Vista_Governor's_School,,,,
White_test,,,,
Seven-number_summary,,,,
Kriging,,,,
Sign_test,,,,
Computer_science,,,,
Valerie_Thomas_(scientist),,,,
List_of_statistics_articles,,,,
Art_forgery,,,,
Blaise_(software),,,,
Sprott_School_of_Business,,,,
Statistics,,,,
New_trade_theory,,,,
Autism_spectrum,,,,
Plant_tolerance_to_herbivory,,,,
LimeSurvey,,,,
The_Unscrambler,,,,
Observational_study,,,,
Decision_theory,,,,
